timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,highest_achieved_formal_education,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equity,compensation_sign_on_bonus_value,compensation_stock_options,compensation_retirement_benefits,compensation_healthcare_benefits,compensation_most_recent_annual_yearly_raise,sign_on_relocation_assistance_total_value,company_review
2023-10-24 11:03:11.642000,United States,Indianapolis,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Quality Assurance Representative,Bachelors or Equivalent,None,,1.0,85000.0,N/A (no overtime/salaried),9000.0,Not Applicable/None,0.0,0.0,6% 401k match + pension,$800/yr company funded HSA,0.05,,The compensation and benefits does the talking. Paying employees well creates an excellent culture. 
2023-10-24 13:20:52.902000,United States,San Diego,Pharmaceutical (including “big pharma”),Genentech,Public,5000+,Engineer I,Bachelors or Equivalent,None,,1.0,90000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-10-24 15:43:46.845000,United States,Cambridge,Pharmaceutical (including “big pharma”),Novartis,Private,5000+,Associate Scientist II,Bachelors or Equivalent,None,Manage High Throughput Assays and assist with setup of other assays,3.0,65000.0,1.5,Not Applicable/None,Not Applicable/None,,,401k match 10%,HSA contributions,Have not been long enough to have an annual yearly raise,,Pretty good
2023-10-25 14:12:10.452000,United States,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,Expert II,PhD or Equivalent,None,,1.0,13500.0,N/A (no overtime/salaried),13500.0,Not Applicable/None,20000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-10-26 23:22:32.962000,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Sr. Scientist,Masters or Equivalent,None,MSAT upstream lab support,9.0,155000.0,N/A (no overtime/salaried),20150.0,Not Applicable/None,40000.0,,100% match up to 5.5%,,Have not been long enough to have an annual yearly raise,,
2023-10-27 08:40:34.690000,United States,CA,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Data Scientist,Masters or Equivalent,None,Support digitalization and AI ,10.0,150000.0,N/A (no overtime/salaried),20000.0,20000.0,15000.0,,0.05,,Have not been long enough to have an annual yearly raise,,Pretty good so far
2023-10-27 09:13:45.617000,United States,San Francisco,Pharmaceutical (including “big pharma”),Sana Biotechnology,Public,200-1000,Sr. Scientist ,PhD or Equivalent,None,Managed 2 RAs and worked at the bench,4.0,172500.0,N/A (no overtime/salaried),25875.0,RSU and Options,,,"401k match to $4,000",,0.03,,Do or die moment
2023-10-27 11:18:16.860000,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,1000-5000,Research Associate,Masters or Equivalent,None,Routine testing/analytical development,1.0,82000.0,N/A (no overtime/salaried),0.04,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-10-27 14:52:33.749000,United States,Research Triangle,Pharmaceutical (including “big pharma”),KBI Biopharma,Subsidiary,1000-5000,Scientist I,Masters or Equivalent,None,Scientist I Analytical Experience,3.0,95000.0,N/A (no overtime/salaried),4750.0,Not Applicable/None,0.0,0.0,5% of salary 401K match,,7.0,,
2023-10-27 15:44:31.913000,United States,Miami,Pharmaceutical (including “big pharma”),Ppd,Private,5000+,Senior Trial Manager,Bachelors or Equivalent,None,X,8.0,155000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,15000.0,None,0.06,Usual,3.0,,
2023-10-27 16:30:01.421000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,"Associate Director, Regulatory Affairs",Bachelors or Equivalent,None,,8.0,172000.0,N/A (no overtime/salaried),35000.0,45000.0,0.0,,6% 401k Match,Good Health Benefits,0.035,,
2023-10-27 16:47:49.731000,United States,Boston,Pharmaceutical (including “big pharma”),Bristol Myers Squibb,Public,5000+,Manager of Data Analytics,Bachelors or Equivalent,None, ,4.0,100000.0,N/A (no overtime/salaried),8000.0,2500.0,0.0,Long Term Incentive stock options,6% 401k match,50% deductable match in HSA,0.02,,I think the culture of working at BMS is overall very positive.  
2023-10-27 19:06:28.766000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Associate Scientist,Bachelors or Equivalent,None,,3.0,84000.0,N/A (no overtime/salaried),5800.0,Not Applicable/None,,None,401k match 100% up to 3% ,,2.0,,
2023-10-29 07:16:59.136000,United States,Research Triangle,Pharmaceutical (including “big pharma”),KBI,Public,1000-5000,Scientist Ii,PhD or Equivalent,None,Project lead for analytical development,4.0,107000.0,N/A (no overtime/salaried),2500.0,Not Applicable/None,0.0,N/A,6.0,$2800 towards HSA. Cover 90% of plan costs,Have not been long enough to have an annual yearly raise,,
2023-10-29 18:36:22.206000,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,5000+,"Research Associate, Process Development (Tech Dev Rotational Program)",Bachelors or Equivalent,None,,0.0,80000.0,N/A (no overtime/salaried),6400.0,10000.0,5000.0,,"100% match for first 3%, 50% match past 3% to 6%",,Have not been long enough to have an annual yearly raise,15000.0,
2023-10-30 09:10:15.698000,United States,Boston (company location) - company is WFH,Pharmaceutical (including “big pharma”),Syner-G Biopharma Group,Private,200-1000,Senior Regulatory Affairs Consultant,Bachelors or Equivalent,None,Sr. Regulatory Affairs Consultant - Pre and post approval submissions for small molecule products,10.0,95000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,,3% match 401k,"$95/pay period (semi monthly) 2900 deductible  - health, dental, vision, HSA, and life insurance 1.5x pay.",0.07,," 4 weeks PTO, 13 paid holidays, good raises and bonuses. Work-life balance is good, you rarely work over 40 hours. Company 7/10. "
2023-10-30 11:15:07.940000,United States,Los Angeles ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr Manager QA,Bachelors or Equivalent,CQA,,25.0,150000.0,N/A (no overtime/salaried),18000.0,180000.0,,RSUs,401K match to 5%,100% employer covered health insurance ,5.0,,
2023-10-30 14:58:00.413000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Manager,Bachelors or Equivalent,None,,9.0,128000.0,N/A (no overtime/salaried),19000.0,25000.0,10000.0,,0.045,"$500 family deductible PPO, $10000 max OOP",5.0,,
2023-10-30 17:35:14.389000,United states,Denver,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Research Associate,Bachelors or Equivalent,None,Research Associate - Process analytics: test product samples for manufacturing team,0.0,76000.0,1.5,Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-10-30 19:32:45.081000,United States,Boston,Pharmaceutical (including “big pharma”),Pfizer,Private,5000+,Scientist,Masters or Equivalent,None,Scientist - laboratory work and presenting on development of small molecules for pharmaceuticals,9.0,105000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,10000.0,None,4.5% 401K match,,Have not been long enough to have an annual yearly raise,10000.0,"Great colleagues, but lots of reorgs"
2023-10-31 05:12:07.575000,United States,Charlotte ,Pharmaceutical (including “big pharma”),IQVIA ,Public,5000+,Sr Clinical Research Associate,Bachelors or Equivalent,None,Sr CRA with 15 years experience ,15.0,140000.0,N/A (no overtime/salaried),140000.0,Not Applicable/None,5000.0,,6% 401k,N/A did not enroll,Have not been long enough to have an annual yearly raise,,
2023-10-31 22:53:16.112000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Director of Accounting ,Masters or Equivalent,None,Controller,11.0,195000.0,N/A (no overtime/salaried),0.2,20000.0,,Rsu 4 year vest,3% 401k match,Cover 85% of medical costs ,0.04,,
2023-11-01 17:39:34.263000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Compliance nvestigator,Associate’s Degree or Equivalent,None,,5.0,80000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-11-01 20:50:14.120000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Research Associate 2,Bachelors or Equivalent,None,,5.0,9200.0,N/A (no overtime/salaried),10.0,7000.0,0.0,15% discount ESPP,Match 401K up to 6%,"Health Insurance, company pays $1200/yr into HSA",0.06,,
2023-11-02 18:13:06.366000,United States,"Hartford, CT",Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Audit Manager,Masters or Equivalent,None,GCP Audit Manager,12.0,144000.0,N/A (no overtime/salaried),0.15,Not Applicable/None,0.0,None to date,"10% match, pension","PPO, dental, vision, and  AD&D for self and spouse. Also short and long term disability and  life insurance at 8x annual pay. Total out of pocket per pay period is $435.",0.03,0.0,"Not the worst place I’ve ever worked, but it’s still just a job. "
2023-11-05 08:46:00.396000,United States,Research Triangle,Pharmaceutical (including “big pharma”),Thermo Fisher CRG,Public,5000+,Scientist,Masters or Equivalent,None,,1.0,52000.0,1.5x,1560.0,Not Applicable/None,1500.0,N/A,401k match 6%,,Have not been long enough to have an annual yearly raise,1500.0,
2023-11-08 18:15:06.193000,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Research and Development Intern,High School or Equivalent,None,Intern,1.0,43800.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,,,,Have not been long enough to have an annual yearly raise,,
2023-11-08 23:16:45.452000,United States,Bay Area,Pharmaceutical (including “big pharma”),Gilead,Public,5000+,Sr Director,PhD or Equivalent,None,,8.0,310000.0,N/A (no overtime/salaried),150000.0,150000.0,,,,,6.0,,
2023-11-15 12:34:31.055000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Director,M.D./PharmD/D.D.S. or Equivalent,None,Clin Dev,5.0,295000.0,N/A (no overtime/salaried),0.25,25000.0,0.0,,15K match,,Have not been long enough to have an annual yearly raise,,
2023-11-15 17:09:54.417000,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Scientist I,Bachelors or Equivalent,None,,7.0,87355.0,N/A (no overtime/salaried),Not Applicable/None,18000.0,,,Automatic 6% 401k match,"$0 Anthem PPO (per paycheck), $1500 deductible",0.04,,
2023-11-19 13:28:32.003000,United States,California,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,Masters or Equivalent,None,Portfolio Management,16.0,275000.0,N/A (no overtime/salaried),68000.0,100000.0,256000.0,,"401k match, mega back door Roth 401k, ESPP","HDHP is $8/pay period for 2 individuals after a $10/pp benefit credit for doing bloodwork; HSA contribution from employer is $1,500/yr. Backup care for children, elders, and pets. Fertility benefits and adoption/surrogacy reimbursement",0.09,175000.0,
2023-11-19 19:57:29.464000,United States,Indianapolis,Pharmaceutical (including “big pharma”),Eurofins PSS,Private,5000+,Scientist II,Masters or Equivalent,None,Bioanalytical Scientist ,2.0,49000.0,1.5x base,Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,1000.0,
2023-11-19 21:14:39.964000,United States,Denver,Pharmaceutical (including “big pharma”),Fortrea,Public,5000+,Associate Director ,Bachelors or Equivalent,None,,15.0,175000.0,N/A (no overtime/salaried),26250.0,Not Applicable/None,,,401k match up to 5%,Very expensive ,0.05,,
2023-11-20 11:35:08.714000,United states,Chicago,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Field Reimbursement Manager,Masters or Equivalent,None,"Educate healthcare entities on coverage, coding, and payment ",8.0,165000.0,N/A (no overtime/salaried),32000.0,Not Applicable/None,,500 RSU,3% match - no vesting period,,0.035,,
2023-11-21 01:35:05.471000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr Quality Systems Specialist,Bachelors or Equivalent,Lean Six Sigma Black Belt,"Sr Quality Systems Specialist - Manage QMS, CCRB and QMS/Exemptions",4.0,94000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,,RSUs and 401k match % (4%),HSA match 100%,0.03,0.0,"Decent experience overall, however won’t hesitate to look elsewhere if I find something better."
2023-11-22 10:46:56.987000,United States,New York City,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,"Medical Director, Medical Affairs",PhD or Equivalent,None,"Medical Affairs, US Medical Director",8.0,215000.0,N/A (no overtime/salaried),20% of base pay,50K target in mixed RSU TRSU stock,160000.0,50K target in mixed RSU TRSU stock,401K match,,6% after year one,,
2023-11-27 15:04:52.328000,United States,Los Angeles,Pharmaceutical (including “big pharma”),Kite Pharma,Subsidiary,1000-5000,Associate Scientist,Masters or Equivalent,None,,6.0,125000.0,N/A (no overtime/salaried),15000.0,5000.0,10000.0,$25000/yr employee purchase plan with 15% discount,401k $150000 dollar-for-dollar match,"HSA, PPO, HMO - 80-100% of premium paid by employer",8.0,8000.0,Positive (80/100)
2023-11-28 21:07:24.984000,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,QC Technician III,Bachelors or Equivalent,None,"QC Tech III - Author and/or execute all relevant dept docs, including training and protocols, review of gmp data, performs testing if needed but not part of day-to-day responsibilities",4.0,92000.0,1.5x base >8hrs/ <12hrs; 2x base >12 hrs,6440.0,1800.0,15000.0,Yearly stock grant based on paygrade,401k 100% match up to 15% of base pay,EPO Coverage for $89/ month,0.08,,
2023-11-29 02:29:10.199000,United States,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,1000-5000,Laboratory Operations Manager,Masters or Equivalent,None,,8.0,140000.0,N/A (no overtime/salaried),20000.0,40000.0,10000.0,RSU,"100% match up to $15,000/year","Health, Dental, Vision",Have not been long enough to have an annual yearly raise,,
2023-11-29 11:21:33.822000,united states,Washington D.C. Metro,Pharmaceutical (including “big pharma”),AstraZeneca,Public,5000+,Senior Engineer,Masters or Equivalent,None,Senior Engineering - DP Development and/or MSAT,11.0,128700.0,N/A (no overtime/salaried),0.15,Not Applicable/None,,,,,0.03,,
2023-12-04 05:26:19.630000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Senior principal scientist,PhD or Equivalent,None,Manage a team of scientists executing discovery work,2.0,192000.0,N/A (no overtime/salaried),36000.0,60000.0,5000.0,1000s of stock options,401k match,,5.0,,
2023-12-04 12:22:02.773000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,Computational Biology,5.0,165000.0,N/A (no overtime/salaried),24000.0,Not Applicable/None,0.0,RSA,401k match (4% match),high-deductible plan; HSA and dependent care FSA,7.0,,
