timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,where_are_you_located,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,what_degrees_do_you_have,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equitystock_option,compensation_most_recent_annual_yearly_raise,compensation_sign_on_bonus_value,compensation_sign_on_stockequity_options,compensation_retirement_benefits,compensation_retirement_percent_match,compensation_healthcare_benefits,sign_on_relocation_assistance_total_value,company_review,work_life_balance_on_average_how_many_hours_do_you_work_per_week,survey_feedback
2024-04-20 00:57:41.639000,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Public,50-200,Bioinformatics Engineer,Masters or Equivalent,None,,1.0,150000.0,N/A (no overtime/salaried),15000.0,3000.0,8.0,,,N/a,,,,,60+,
2024-04-19 22:29:26.997000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,200-1000,Associate Scientist ,Masters or Equivalent,None,Associate Scientist- Biomarkers ,7.0,125000.0,N/A (no overtime/salaried),0.12,10000.0,3-5%,0.0,"10,000 Stock Options",401k 4% match ,,,,,30 - 35,
2024-04-19 22:13:44.462000,,,"Midwest (From OH to KS, North to ND)",Medical/Health Devices,Prefer not to say,Start-up,50-200,Senior Machine Learning Engineer,PhD or Equivalent,None,"Tech lead MLE, computer vision.",5.0,185000.0,N/A (no overtime/salaried),18500.0,Not Applicable/None,Company/Institution does not have annual yearly raise,0.0,"Options, currently underwater.",3% 401k match,,Family plan 330/month (75% paid).,,,36 - 40,
2024-04-19 20:49:58.734000,,,West Coast (California & Pacific Northwest),Agriculture,Prefer not to say,Start-up,1-50,Scientist 3,PhD or Equivalent,None,,4.0,130000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,N/A,,,,,30 - 35,
2024-04-19 18:13:40.179000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,BMS,Public,5000+,QC Specialist,Bachelors or Equivalent,None,,2.0,80574.0,1.5x,6445.0,Unsure,3.3,0.0,Unsure,6% 401k match,,Aetna PPO,,,36 - 40,
2024-04-19 02:48:31.466000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,thermofisher scientific,Public,1000-5000,sr. operator,Associate’s Degree or Equivalent,None,"biomanufacturing technician - upstream, downstream",0.0,45760.0,1.5x base,Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,n/a contractor,,,,,41 - 45,
2024-04-19 01:31:30.238000,,,"South & Mountain West (TX to AZ, North to MT)",CDMO CGMP manufacturing (large molecule),Prefer not to say,Public,200-1000,Solution Prep Associate II,High School or Equivalent,None,,3.0,40019.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,"6% 401k match, health/dental/vision insurance offered, legal/identity services discount offered through third-party.",,,,,36 - 40,straight to the point. overall good. 
2024-04-19 00:48:24.569000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,Senior Advisor (Associate Director level),PhD or Equivalent,None,Scientist overseeing ADME strategy and workflows,6.0,175000.0,N/A (no overtime/salaried),35000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,15000.0,,0.06,,standard + HSA contributions + prescription support,,Great experience so far,46 - 50,
2024-04-18 15:59:58.805000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,5000+,Director,PhD or Equivalent,PMP,IT,20.0,230000.0,N/A (no overtime/salaried),70000.0,0.25,3.5,10000.0,20000.0,0.06,,,100000.0,,Less than 30,Thanks for the survey 
2024-04-18 13:54:19.129000,,,"Midwest (From OH to KS, North to ND)",Biotech Equipment,Prefer not to say,Private,1000-5000,Senior Scientist,PhD or Equivalent,None,R&D,2.0,110000.0,N/A (no overtime/salaried),8000.0,Not Applicable/None,Company/Institution does not have annual yearly raise,,,N/A,,,,,36 - 40,
2024-04-18 10:04:12.733000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Sr. Manager,Masters or Equivalent,None,MS&T,12.0,160.0,N/A (no overtime/salaried),27500.0,30000.0,3.6,25000.0,55000.0,0.05,,"Employer HSA contribution, relatively low premiums ",100000.0,Best place I've worked so far,41 - 45,Thanks for putting this together 
2024-04-17 15:39:24.874000,,,"South & Mountain West (TX to AZ, North to MT)",Contract Research Organization,Prefer not to say,Private,1-50,Senior Research & Development Scientist,Masters or Equivalent,None,"Immunoassay development/validation, sample testing services",3.0,78500.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,15 (not for everyone though),0.0,0.0,"Don’t remember 401k contribution, but get 3% profit share",,"High deductible plan but it’s totally paid for by the company along with dental and vision, get monthly HSA contributions",N/A,"Very small company, my first 2 years were great, but new hires have ruined the environment over the last year",46 - 50,
2024-04-17 04:07:20.046000,,,,Contract Research Organization,Prefer not to say,Private,200-1000,Bioinformatics engineer,Masters or Equivalent,None,,3.0,150000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,Company/Institution does not have annual yearly raise,,,401k,,,,,36 - 40,
2024-04-16 14:29:05.320000,,,"DC Metro Area (DC, VA, MD, DE)",Contract Research Organization,Prefer not to say,Private,200-1000,Biostatistician,Masters or Equivalent,None,,4.0,107000.0,N/A (no overtime/salaried),0.07,Not Applicable/None,0.04,,,6% 401k match,,,,,41 - 45,
2024-04-16 12:16:15.674000,,,West Coast (California & Pacific Northwest),Academia/Research/Institution,Chan Zuckerberg Biohub ,Private,200-1000,Scientist,PhD or Equivalent,None,Scientist in research group studying infectious diseases,4.0,120000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.03,,, 401k match 20%,,"PPO, HSA, blue cross 300 USD/ month for entire family out of pocket, ",,7.0,51 - 60,
2024-04-16 11:50:05.789000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,50-200,Senior Scientist,PhD or Equivalent,None,,9.0,165000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,4.0,10000.0,,4% 401k match,,,,,41 - 45,
2024-04-16 03:20:53.134000,,,West Coast (California & Pacific Northwest),Industrial Biotech,MedGenome,Private,1-50,Research Associate I,"High School or Equivalent, Bachelors or Equivalent",None,"Research Associate I - WGS, WES, Target enrichment and RNA library prep. Loading Illumina Novaseq 6000/Novaseq X plus and miseq machines. Quantifying and diluting libraries for apt read outputs.",2.0,66500.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.02,900.0,,3% 401k match,,"HSA, vision + dental + health",0.0,,41 - 45,
2024-04-15 22:58:47.686000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Academia/Research/Institution,Prefer not to say,Private,5000+,Sr. Scientist,PhD or Equivalent,None,Image analysis,0.0,120000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Too soon to know,0.0,0.0,401k match 7% after a year,,"Free healthcare insurance. 85% coinsurance, 300 deductible, 3000 max out of pocket.",6000.0,,36 - 40,
2024-04-15 18:39:53.570000,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Public,5000+,Process Development Engineer 1,Masters or Equivalent,None,Process development IC that specializes in high throughput screening.,6.0,100500.0,N/A (no overtime/salaried),11000.0,Not Applicable/None,5.0,12500.0,N/A,0.05,,HSA,,,41 - 45,
2024-04-15 11:33:33.882000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Flagship,Start-up,1-50,Sr Scientist I,PhD or Equivalent,None,Lab based research,5.0,140000.0,N/A (no overtime/salaried),17500.0,TBD,Have not been long enough to have an annual yearly raise,8000.0,,None,,"BCBS, employer covers 82.5% of costs. 0 deductibles, Out of pocket max for self 5450/ for family 10900",NA,,41 - 45,
2024-04-15 10:20:09.035000,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Private,1-50,Associate Director ,PhD or Equivalent,None,Manage Process and Assay Development. Manage 2-4 Junior scientists,8.0,186000.0,N/A (no overtime/salaried),0.27,Not Applicable/None,0.03,0.0,0.0,4% match,,80% Premium paid by employer,NA,,41 - 45,
2024-04-14 13:21:06.132000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Biomarin Pharmaceutical ,Public,1000-5000,Sr Manager (Sr Scientist 1),PhD or Equivalent,None,Sr Manager - In Vivo Scientific Lead for therapeutic area responsible for all animal studies.Have 3 direct reports.,11.0,171000.0,N/A (no overtime/salaried),29000.0,40000.0,3.75,10000.0,"40000 in RSU, distributed over 4 years",6% match on 401k ,,Healthcare insurance is ~ 75-100/month ,"15000 for housing allowance, paid monthly (1250/month). Moving company (including packing and unpacking) fully covered. Reimbursement for hotels (every 400 miles), gas mileage, lease payout fee. Temporary housing for 2 months. ","Not the most competitive pay in the Bay Area. HR claims the company is competitive, but can easily make 50k more at other companies. Company is ok to work for, learning a lot about new diseases. Some teams barely work, yet sr management does nothing about it. ",41 - 45,
2024-04-14 08:42:13.204000,,,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Pfizer,Public,5000+,QC Analyst IV,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent",None,,7.0,66000.0,1.5,4000.0,Not Applicable/None,0.03,,,"5% match, plus additional 5% towards retirement once a year.",,,,,41 - 45,
2024-04-14 04:05:44.139000,,,West Coast (California & Pacific Northwest),Contract Manufacturing Organization,Prefer not to say,Public,200-1000,Process development scientist ,PhD or Equivalent,None,Develop and optimize process for peptide manufacturing in large scale. ,8.0,95000.0,N/A (no overtime/salaried),9500.0,Not Applicable/None,Cola,,,6% match on 401k,,,,,41 - 45,
2024-04-13 19:37:22.164000,,,West Coast (California & Pacific Northwest),Food,Prefer not to say,Start-up,200-1000,Scientist II,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,Scientist II - Researcher in cell line development. Manage 1 research associate.,2.0,138500.0,N/A (no overtime/salaried),Not Applicable/None,7252.0,4.53,2000.0,,None,,$3200 deductible HDHP with $1000/yr company contribution to HSA,,,41 - 45,
2024-04-13 09:43:37.240000,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Subsidiary,1-50,Scientist,PhD or Equivalent,None,,1.0,135625.0,N/A (no overtime/salaried),0.15,Not Applicable/None,0.042,,,3% 401K Match,,,,,41 - 45,
2024-04-12 23:56:56.181000,,,"Midwest (From OH to KS, North to ND)",Contract Research Organization,Prefer not to say,Public,1000-5000,Research Analyst,Bachelors or Equivalent,None,Analytical chemist- dose formulation concentration verification,8.0,58000.0,1.5x,Not Applicable/None,Not Applicable/None,0.02,,,"100% match for first 3%, 50% match for the next 2%",,,,,36 - 40,
2024-04-12 21:22:22.443000,,,"Pharma Central (NY, NJ, PA)",Biotech software,Prefer not to say,Private,1000-5000,Director ,Bachelors or Equivalent,None,,6.0,175000.0,N/A (no overtime/salaried),20000.0,20000.0,Have not been long enough to have an annual yearly raise,0.0,0.0,401k / all standard strong benefits ,,,,,41 - 45,
2024-04-12 12:18:06.778000,,,"South & Mountain West (TX to AZ, North to MT)",Medical/Health Devices,Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,,3.0,115000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.05,,Given approximately 1% of the company,4% 401k matching,,ICHRA ~$1000 a month,6000.0,,46 - 50,
2024-04-11 19:10:42.282000,,,"DC Metro Area (DC, VA, MD, DE)",Contract Manufacturing Organization,Prefer not to say,Public,5000+,Associate Scientist 2,Bachelors or Equivalent,None,biosafety testing,3.0,65000.0,1.5x,3250.0,Not Applicable/None,0.025,,,6% 401k match,,,,,36 - 40,
2024-04-11 03:38:36.145000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,Associate Director,PhD or Equivalent,None,Clinical Pharmacology,3.0,170000.0,N/A (no overtime/salaried),27000.0,20000.0,Have not been long enough to have an annual yearly raise,25000.0,0.0,75% 401k matching and 4.5+% pension,,,0.0,,,
2024-04-10 23:55:54.115000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Private,50-200,Research Associate II,Masters or Equivalent,None,,2.0,72480.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,8.0,,,401k 3%,,,,,36 - 40,
2024-04-10 22:35:47.757000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Boehringer Ingelheim,Private,1000-5000,Scientist 2,Masters or Equivalent,None,,3.0,87000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,0.05,,,,,,
2024-04-10 20:42:51.266000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Private,50-200,Scientist II,PhD or Equivalent,None,,1.0,122000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,no 401k match,,,5000.0,,41 - 45,
2024-04-10 16:12:31.218000,,,"New England (MA, CT, RI, NH, VT, ME)",Medical/Health Devices,Prefer not to say,Public,1-50,Research Associate 2,Bachelors or Equivalent,None,,3.0,89000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.03,0.0,10000.0,401k matching,,healthcare,N/A,Its ok,51 - 60,
2024-04-10 09:10:57.688000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Moderna Tx,Public,1000-5000,Engineer III,Bachelors or Equivalent,None,MSAT supporting large scale clinical and commercial manufacturing ops,5.0,135000.0,N/A (no overtime/salaried),17550.0,25000.0,0.0405,30000.0,35000.0,4.5% 401k match,,"$300 per month for lifestyle spending account, free lunch, health and dental is $34 per pay check",,"COmpany culture is not great, work-life balance is non-existent ",51 - 60,
2024-04-10 02:01:48.916000,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Private,1000-5000,Associate Director,PhD or Equivalent,None,,9.0,240000.0,N/A (no overtime/salaried),41000.0,130000.0,3.0,,,401k 3% match,,,,,41 - 45,
2024-04-09 19:15:32.673000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,J&J,Public,5000+,Scientist (Contractor),PhD or Equivalent,None,"Scientist - Plan, perform, and analyze early R&D laboratory experiments. ",2.0,90000.0,N/A (no overtime/salaried),4500.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,0.0,4% 401k match,,,,"J&J is a decent place to be a contract scientist. Benefits depend on the contracting firm that brings you in, but once you’re in folks treat you like you’re just another J&J employee, and you’re able to use any facilities at the campus.",36 - 40,
2024-04-08 22:52:18.158000,,,West Coast (California & Pacific Northwest),Academia/Research/Institution,Prefer not to say,Start-up,1-50,Head of Immunology Research,PhD or Equivalent,None,,10.0,180000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,Pay into my own 401k,,,,,36 - 40,
2024-04-08 20:13:59.232000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,5000+,Postdoc,PhD or Equivalent,None,,1.0,92500.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,4.0,,,,,41 - 45,
2024-04-08 19:11:02.691000,,,"Midwest (From OH to KS, North to ND)",Contract Manufacturing Organization,Prefer not to say,Private,200-1000,IT Manager,Bachelors or Equivalent,None,Managing sysadmins of GxP software,8.0,105000.0,N/A (no overtime/salaried),9800.0,115000.0,4.0,,Only offered twice in company history. Only pays out when company sells.,5% 401k match,,"1600 deductible, 2000 put into HSA by employer per year",,Was great when smaller company. Now stressful and culture is worse. Still fascinating work and rewarding but hectic and short staffed.,41 - 45,"Very cool, thank you for putting this together"
2024-04-08 15:33:25.693000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Merck and Co.,Public,5000+,Associate Scientist,Bachelors or Equivalent,None,Associate Research Scientist -- develops/executes automated viral assays,4.0,78000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3.0,0.0,None,0.06,,,,,41 - 45,
2024-04-07 21:40:20.762000,,,"Midwest (From OH to KS, North to ND)",Contract Manufacturing Organization,MilliporeSigma,Subsidiary,5000+,cGMP Associate Production Scientist,"High School or Equivalent, Bachelors or Equivalent",None,(Night Shift) Manufacturing of BioOrganic APIs,1.0,71000.0,1.5x,3570.0,Not Applicable/None,0.011,0.0,0.0,"6% match, additional 3% discretionary",,"PPO, ~3700 deductible, 500 HSA contribution",N/A,"Good benefits, decent pay, upward mobility heavily limited. Raises are small and new hires paid more than experienced members if you let them.",41 - 45,
