Timestamp,Email Address,Which country do you work in?,What City do you work in?,Which US state do you work in?,Which Canadian Province do you work in?,Company or Institution Name,Which of the following best describes your company?,Biotech sub industry?,Company Detail - Approximate Company Size,Provide a review and rate your company/institution and experience,"Work Life Balance - On average, how many hours do you work per week","What is your official job title?

This should match the title that was present on your offer letter. 

Some examples: Research Associate, Scientist, Scientist I/II/III, Senior Scientist, Principal Scientist, Manager, Lab Technician, VP, Director etc.

If your job title includes additional detail, please include e.g. Director of Bioinformatics","Which department best describes your role? If you can't find one that fits your specific role, select 'Other' and describe
",Briefly describe your position and responsibilities,"Do you work In-Person, Remote, or Hybrid?",How many days on average per week do you work from home?,What degrees do you have?,"How many total years of experience in post-docs do you have? (If none, enter 0)","List other relevant and recognized certifications
","Please enter your total years of experience in the field

DO NOT INCLUDE years in BSc, Masters, PhD, or post-bacc/post-doc",What currency will you be answering these questions in?,Are you a salaried or hourly employee,"If you are an hourly employee, how many hours per week do you work?","Annual Base Salary 

What is your annual BASE salary? Do not include bonus or stocks

If you are paid hourly, multiply by 2080 to convert to yearly (assuming you work 40hr/week)","Overtime Pay

How is overtime handled on a per hour basis? (1.5x base, 2x base, etc)","Annual Target Bonus in PERCENTAGE (%)

This should be stipulated prior to your employment. DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).","Commission

If you are compensated with commission how much is your commission? (Please indicate if answering in percentage or absolute monetary value)","Annual Equity/Stock Option

Please enter the grant/market value of your long-term incentive. Use the annualized amount if distributed over several years. Enter 0 if none or not applicable. 

DO NOT include equity when signing on or one-time equity bonuses","Most recent annual yearly raise (%)

Companies typically do yearly raises across the board for all employees. This is not to be confused with promotions or raises that were requested.
","[Sign on] Bonus Value
This is a one-time bonus you may have received when signing-on. This is not a bonus that reoccurs","[Sign on] Stock/Equity Options
Briefly describe sign on stock/equity options that is available","[Sign on] Relocation Assistance Total Value

This is the total value of the relocation assistance including but not limited to tax-true ups company may have paid, movers expenses, shipping of vehicles, temporary living, etc.","Retirement Benefits (free text)
Briefly describe retirement benefits. For example 401k match %, pension, etc","Healthcare Benefits (free text)
Describe healthcare benefits - costs, deductibles, outfamily plan, insurance provider, total out of pocket, HSA contributions, etc","Select the highest level of education that you have that's relevant to your occupation. If you have multiple (e.g. PhD + MD) please select ""Other"" and describe",How many years have you been working at this current position?,What currency will you be answering these quesitons in?,Survey feedback,"Any other type of annual bonus? Please describe.

 DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).
","How much of your bonus did you receive in the last cycle?

e.g. maybe your target bonus was 10%, but you actually got 8% this year. So here you would write ""8%""
"
3/6/2025 22:34:17,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,41 - 45,Senior Scientist,Data Science / Bioinformatics,,Hybrid,3,,0,,4,,Salaried,Not applicable,190000,N/A (no overtime/am salaried),15,No commission,20000,4,,,,,,PhD,2,USD - US dollar,,,15
3/6/2025 21:21:51,,United States,,Connecticut,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Scientist,Data Science / Bioinformatics,,Hybrid,2,,2,,3,,Salaried,Not applicable,144000,N/A (no overtime/am salaried),15,No commission,3000,3,,,,9.5% 401k match,,PhD,2,USD - US dollar,,,
3/6/2025 15:34:50,,United States,,Massachusetts,,AbbVie,Public,Pharmaceutical (including “big pharma”),5000+,"Great company and supportive team. I am satisfied with the work I am doing, as I get to learn cool things and work with smart people",41 - 45,Program Management Director,Research,Help research programs run smoothly,Hybrid,2,,0,,6,,Salaried,Not applicable,230000,N/A (no overtime/am salaried),25,No commission,65000,Have not been long enough to have an annual yearly raise,20000,,40000,"401k match, deferred salary","Typical large company HC. Selection of plans, opportunity for HSA / FSA. Top tier is ~$3000 a year, $800 deductible",Masters,1,USD - US dollar,Add MBA degree to options. Maybe have check box instead of radio button. I have multiple degrees and no way to capture that,,25%
3/6/2025 10:10:49,,United States,,Massachusetts,,Prefer not to say,Private,Industrial Biotech,50-200,,46 - 50,Senior Principal Scientist,Research,"Chemistry lead for a project, co-manage 20 CRO FTEs, also manage DMPK requests",Hybrid,3,,0,,10,,Salaried,Not applicable,190000,N/A (no overtime/am salaried),15,No commission,8000,3.5,0,"62,000 options, $0.20 strike, 4 year vesting 1 year cliff",0,4% 401k match,"100% of individual premium and 80% of dependents paid by company, PPO and HDHP/HSA option, with 1,500 employer direct contribution to HSA for individuals and 3,000 employer direct contribution for family HDHP",PhD,3,USD - US dollar,,,15
3/6/2025 9:27:24,,United States,,California,,Illumina,Public,Medical/Health Devices,5000+,"3 out of 5
Management sucks - terrible at their jobs but get fat checks. No clear direction. Lots of uncertainty. Lots of layoffs. Used to be great but the money pool has dried up.",46 - 50,Senior Project Manager,Operations,PM for Construction facilities projects,Hybrid,3,,0,"PMP, PE, RAPS, etc, LEED AP",7,,Salaried,Not applicable,132000,N/A (no overtime/am salaried),8,No commission,33760,2,3000,"$20000 valued at $508 per share at time of sign-on, distributed over 4 years. Basically garbage now.",0,50% of up to 6% match 401k,Affordable dental (Dental Care) and vision (VSP). Healthcare / Medical: Blue Shield CA PPO. 10% co-pay for preventative and specialty care until deductible is met. $6500 maximum deductible for myself and family. Employer contribution of $1500 to HSA.,Bachelors,4,USD - US dollar,,VCP,7.44
3/5/2025 21:46:29,,United States,,California,,Prefer not to say,Public,Industrial Biotech,200-1000,,Less than 30,"Associate Director, Quality ",Quality,,Remote,5,,20,"Cpgp, CQA",23,,Salaried,Not applicable,195000,N/A (no overtime/am salaried),18,No commission,30000,3.54%,0,,,4% 401K match,,Bachelors,1,USD - US dollar,,,22%
3/5/2025 2:47:27,,United States,,Washington,,Just-Evotec Biologics,Public,Contract Manufacturing Organization,1000-5000,Parent company is horrible and makes working here challenging. Pay sucks due to turmoil at parent company. But sub company is great if it were not owned by parent company. Considering other options.,41 - 45,"Group Lead, Principal Scientist",Analytical Development,Leading a functional area in AD,In-Person,1,,0,,7,,Salaried,Not applicable,184000,N/A (no overtime/am salaried),9,No commission,4000,3,60000,,,401k match 3%,HSA match 4%,PhD,2,USD - US dollar,,,3
3/4/2025 22:05:46,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Senior Research Associate,Research,,In-Person,0,,0,,7,,Salaried,Not applicable,77000,N/A (no overtime/am salaried),0,No commission,0,Company/Institution does not have annual yearly raise,0,2000 options,0,401k match 3%,Health/dental/vision costs ~$180/mo,Masters,5,USD - US dollar,,,0
3/4/2025 20:47:30,,United States,,Missouri,,Prefer not to say,Public,Contract Manufacturing Organization,5000+,7. Large company new to pharma big appetite for growth with minimal resources added. lots of turnover. ,46 - 50,"Supervisor, Manufacturing Sciences and Technology",Operations,Facilitate transfer of new molecules into mfg and facilitate continued success and regulatory approval for ongoing products.,In-Person,1,,0,,10,,Salaried,Not applicable,101850,N/A (no overtime/am salaried),6,No commission,0,3.80%,,stock options available,,401k match 6%,,Masters,3,USD - US dollar,,,8%
3/3/2025 16:41:40,,United States,,Massachusetts,,GSK,Public,Pharmaceutical (including “big pharma”),5000+,"Slow Career Growth, Average Pay, and Poor PTO—But Strong Benefits

Advancing your career here is extremely slow. Promotions are rare and often insignificant, typically taking 4+ years. GSK invented “title promotions” which are ridiculous and is not considered a promotion but still can take years to graduate from Associate Scientist to Senior Associate Scientist for a 4% raise. Changing grade levels for a promotion takes even longer and is rare. High performance alone isn’t enough to move up; you usually need to apply and interview for higher roles.

While awards are given out, their value is minimal. Equity isn’t granted until Associate Director level, meaning most employees aren’t rewarded for strong performance. The PTO policy is abysmal—just 15 days until you hit 10 years of service, at which point you get a mere 5 extra days. Associate Director level gets an extra 5 days at 5 years of service and another 5 more at 10 years of continued service for 25 days off. Absurd. 

That said, there are some strong benefits: 18 weeks of parental leave is excellent, and the 11% 401(k) contribution is generous. However, overall compensation is average for big pharma. ",36 - 40,Principal Scientist,Research,,In-Person,0,,0,,10,,Salaried,Not applicable,142276,N/A (no overtime/am salaried),12,No commission,0,2.90%,,,,11% (7% GSK Core Contribution regardless of whether you choose to contribute + up to a 4% GSK Match dollar-for-dollar when you contribute),"Aetna or United Health HDHP (You + Spouse) 94.50/ pay period. $4,000 deductible. $1,500 GSK Contribution to family HSA. Out of pocket maximum $13,100 family. GSK Drugs - Maintenance or Acute Medications 100% covered after deductible is met. Retail Acute Medications 10% coinsurance (minimum $5, maximum $75) after deductible is met. Primary doctor office visit 90% covered after deductible is met (including Virtual Visit). Specialist office visit 90% covered after deductible is met. Hospital copay 90% covered after deductible is met; $250 copay per admission. Urgent care clinic visit
90% covered after deductible is met. Emergency room (not followed by admission) 90% after deductible and $100 copay (copay waived if admitted). ",Bachelors,3,USD - US dollar,"Add Company Bonus Multiplier question (ie 1.35 Overall Bonus Multiplier)

Add company benefits/perks question (ie $375/ mo commuting reimbursement, $500/ year personal technology benefit etc).  ",,15.96% (12% Target Bonus x 1.33X Multiplier)
3/1/2025 15:34:01,,United States,,Pennsylvania,,Prefer not to say,Public,Cell and Gene Therapy,50-200,,30 - 35,"Scientist, Molecular Biology",Research,Preclinical/discovery research with a focus on cell therapies; manage a team of junior researchers,Hybrid,2,,0,,8,,Salaried,Not applicable,114400,N/A (no overtime/am salaried),10,No commission,1400,4%,0,A couple thousand shares at the FMV that vests quarterly for 4 years,0,401k with up to 4% match,Many healthcare options at varying levels of coverage and costs (I pay roughly $300/mo to cover myself and spouse with $4k joint deductible). Dental and vision plans; Optional FSA,Masters,3,USD - US dollar,,,10.80%
3/1/2025 0:43:55,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,51 - 60,Director,Information Technologies,,Hybrid,3,,0,,15,,Salaried,Not applicable,258500,N/A (no overtime/am salaried),25,No commission,65000,3,,,,,,Masters,4,USD - US dollar,,,32%
2/28/2025 19:32:41,,United States,,California,,Prefer not to say,Private,Industrial Biotech,1-50,,30 - 35,Scientist I,Research,Proteomics research scientist responsible for maintaining Mass spectrometers and sample preparation ,In-Person,0,,0,,1,,Salaried,Not applicable,130000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,7500,,,4% 401k match,,PhD,1,USD - US dollar,,,
2/28/2025 14:10:42,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,30 - 35,"Senior Manager, Cold Chain Logistics",Operations,,Hybrid,2,,0,,7,,Salaried,Not applicable,180000,N/A (no overtime/am salaried),15,No commission,7500,4,,,,4% 401k match,"PPO plan, no HSA, premiums covered",Bachelors,1.5,USD - US dollar,,,
2/28/2025 8:11:10,,United States,,Maryland,,AstraZeneca,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Scientist,Research,,In-Person,0,,2,,3,,Salaried,Not applicable,132000,N/A (no overtime/am salaried),15,No commission,9240,4,,,,,,PhD,1,USD - US dollar,,,21.9
2/28/2025 7:38:33,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,46 - 50,Principal Scientist,Research,,In-Person,0,,0,,13,,Salaried,Not applicable,166000,N/A (no overtime/am salaried),15,No commission,0,3,,,,,,Masters,x,USD - US dollar,,,135
2/28/2025 7:05:55,,United States,,Massachusetts,,GSK,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Sample Management (Contractor),Analytical Development,Building and implementing a sample management platform.,In-Person,0,,0,,10,,Hourly,40,125424,1.5,,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,2mo (out of 6 mo contract),USD - US dollar,,,
2/28/2025 6:12:06,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Senior Manager Drug Safety & Pharmacovigilance Operations,Clinical,Managing PV operationally both post-market and clinical,Hybrid,4,,0,,10,,Salaried,Not applicable,180000,N/A (no overtime/am salaried),15,No commission,60000,3.5,,1500 stock options / 300 RSUs,0,401K match,100% of deductible is reimbursed,Bachelors,1,USD - US dollar,,,17
2/28/2025 3:51:44,,United States,,Pennsylvania,,Prefer not to say,Subsidiary,Cell and Gene Therapy,200-1000,,36 - 40,Scientist,Process Development,,In-Person,0,,0,,4,,Salaried,Not applicable,77000,N/A (no overtime/am salaried),,No commission,0,3,,,,,,Bachelors,4,USD - US dollar,,,
2/27/2025 23:23:00,,United States,,Oregon,,Roche,Private,Cell and Gene Therapy,5000+,,36 - 40,Safety Manager,Safety,Safety,In-Person,0,,15,"CSP, CIH",15,,Salaried,Not applicable,115000,N/A (no overtime/am salaried),12,No commission,10,3,,,,40k and $% pension,Dont remember,Masters,3,USD - US dollar,,,12
2/27/2025 19:56:08,,United States,,Washington,,Bristol Myers Squibb,Public,Cell and Gene Therapy,5000+,"5/10 - Title and pay were a big bump but empowerment and responsibilities were less. At the time there was a lot of growth and movement though, but that has stagnated. There are good people, but I feel like we lack a clear focus, vision, and commitment to support our teams. ",41 - 45,Manufacturing Manager II,Manufacturing,Oversee on the floor processes/front line teams. ,In-Person,0,,0,,10,,Salaried,Not applicable,131325,N/A (no overtime/am salaried),10,No commission,25000,3,10000,,15000,401K match/annual contribution,"Average, still pay quite a bit out of pocket. ",Masters,2,USD - US dollar,,,14
2/27/2025 17:19:10,,United States,,Massachusetts,,Takeda,Public,Pharmaceutical (including “big pharma”),1000-5000,,30 - 35,Business analysis manager,Business Development,,Hybrid,4,,0,,8,,Salaried,Not applicable,145000,N/A (no overtime/am salaried),15,No commission,14000,Have not been long enough to have an annual yearly raise,,,,7,,Masters,6 months,USD - US dollar,,Stock - 1200 RSUs,
2/27/2025 16:10:11,,United States,,Missouri,,Thermo Fisher Scientific,Public,Contract Manufacturing Organization,5000+,,41 - 45,"Staff Engineer, MSAT",Data Science / Bioinformatics,,Hybrid,1,,0,,8,,Salaried,Not applicable,119000,N/A (no overtime/am salaried),12,No commission,0,3,,,,401K match to 6 %,"Various plans, personally have HDDP with HSA, including vision and dental",Masters,0,USD - US dollar,,,
2/27/2025 12:58:45,,United States,,California,,Prefer not to say,Private,Diagnostics,200-1000,"Company is fine. I feel like we're not innovative enough in our field. My boss, however, is exceptional and I would follow them to the depths of hell if they wanted me to go with them. I feel like this position (and my boss and my skip level) have done so much to put me on projects that take advantage of my strengths so I've become an essential member of the team.",30 - 35,Senior Scientist,Research,Balance of manager and IC. We work on novel diagnostic assays.,In-Person,0,,0,,8,,Salaried,Not applicable,135000,N/A (no overtime/am salaried),15,No commission,4601,4,10000,,,401k match up to 6%.,,PhD,4,USD - US dollar,,,15
2/26/2025 22:43:52,,United States,,Massachusetts,,Prefer not to say,Private,Contract Research Organization,1-50,,41 - 45,Senior Scientist ,Research,,In-Person,0,,0,,2,,Salaried,Not applicable,145000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,,25k shares ,,,,PhD,0,USD - US dollar,,,
2/26/2025 21:03:19,,United States,,Maryland,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,51 - 60,Director of Medical Affairs,Medical Affairs,,Hybrid,2,,2,,3,,Salaried,Not applicable,200000,N/A (no overtime/am salaried),20,No commission,40000,6,,,,6% 401K match,,PharmD,3+,USD - US dollar,,,27%
2/26/2025 20:26:51,,United States,,Massachusetts,,Prefer not to say,Public,Industrial Biotech,200-1000,,51 - 60,Clinical Project Manager,Clinical,,Remote,5,,0,,5,,Salaried,Not applicable,130000,N/A (no overtime/am salaried),15,No commission,20000,Have not been long enough to have an annual yearly raise,17000,0,0,4% 401(k) match,$0 total out of pocket for employee. $2000 HSA deductible costs covered by company.,Bachelors,0,USD - US dollar,,Signing bonus,
2/26/2025 15:44:02,,United States,,Wisconsin,,Prefer not to say,Public,Medical/Health Devices,5000+,,46 - 50,Senior Clinical Project Manager,Operations,Oversee large IDE and 510k trials,Remote,5,,0,"PMP, PE, RAPS, etc",8,,Salaried,Not applicable,152000,N/A (no overtime/am salaried),15,No commission,26000,3.16,,,,"3.5% 401K match, HSA, pension","High deductible (1500), Aetna, ",Bachelors,1,USD - US dollar,,RSUs,15
2/26/2025 14:45:22,,United States,,Illinois,,Tempus AI ,Public,Diagnostics,1000-5000,,36 - 40,Molecular Technologist ,Clinical,Cancer biopsy DNA extractions,In-Person,0,,0,,0,,Hourly,40,60300,Unknown ,,No commission,0,Have not been long enough to have an annual yearly raise,5000,,4500,None,$600 annual HSA contribution ,Masters,1,USD - US dollar,,,
2/26/2025 13:40:02,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,46 - 50,Associate Director Biostatistics,Data Science / Bioinformatics,,Hybrid,2,,0,,6,,Salaried,Not applicable,198000,N/A (no overtime/am salaried),22,No commission,85000,5,,,,,,PhD,6,USD - US dollar,,,32%
2/26/2025 11:56:14,,United States,,Washington,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Research Associate,Research,"Laboratory-based role in MSAT, responsible for execution of scale-down models of bioreactor production, design of experiments, and data analysis. ",In-Person,0,,0,,2,,Hourly,40,81120,1x base,0,No commission,0,Company/Institution does not have annual yearly raise,0,None,0,None,None,Bachelors,2,USD - US dollar,,,
2/26/2025 11:29:12,,United States,,Georgia,,Boehringer Ingelheim ,Private,Animal Health,5000+,4/5,41 - 45,Active Ingredient Technician,Manufacturing,Cell culture for vaccines ,In-Person,5,,0,,1,,Hourly,40,51000,1.5x base,7.5,No commission,0,5%,,,,"5% match 401k, pension",,Bachelors,1,USD - US dollar,,,
2/26/2025 9:42:11,,United States,,New York,,Prefer not to say,Private,Regulatory Affairs,5000+,,36 - 40,Manager of Regulatory Ad Promo,Commercial,,Remote,5,,2,,2,,Salaried,Not applicable,138000,N/A (no overtime/am salaried),12,No commission,10,Have not been long enough to have an annual yearly raise,,,,,,PharmD,0,USD - US dollar,,,
2/26/2025 6:10:05,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),50-200,,51 - 60,Executive Director ,Research,,In-Person,0,,4,,12,,Salaried,Not applicable,295000,N/A (no overtime/am salaried),25,No commission,130000,3.5,50000,,,Standard,Standard,PhD,1.5,USD - US dollar,,Options and RSUs,32-%
2/25/2025 23:45:56,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Principal scientist,Research,Medicinal chemistry project leader,Hybrid,2,,0,,18,,Salaried,Not applicable,200000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,,$10000 options at current value,,401k match 5%,,Masters,1,USD - US dollar,,,
2/25/2025 22:27:13,,United States,,Minnesota,,Johnson and Johnson,Public,Pharmaceutical (including “big pharma”),5000+,"Solidly second rate company. Poor travel policy and meal spend allowance, distrust of leadership, but solid product portfolio ",Less than 30,Senior oncology specialist ,Sales,,Remote,2,,0,,12,,Salaried,Not applicable,175000,N/A (no overtime/am salaried),,"60,000 target",0,3%,,,,"4.5% match, 3 year cliff for vesting, pension after five years with full vest after ten years, ability to perform mega backdoor Roth conversion ","Aetna, $1600 deductible and $4000 OOPMax for individual ",Masters,3,USD - US dollar,,,
